n,repetition,theta_NO_s,theta_BH_s,t_NO_s,t_BH_s,theta_plus_t_NO_s,theta_plus_t_BH_s,theta_NO_numba_s,theta_BH_numba_s
11,95,3.6799996451009065e-05,0.0007575999989057,0.0036825999995926,0.0006052000026102,0.0037193999960436,0.001362800001516,1.0900002962443978e-05,1.7600003047846258e-05
11,96,3.750000178115442e-05,0.0004980000012437,0.0038088000001152,0.0011587000044528,0.0038463000018964,0.0016567000056966,1.5600002370774746e-05,2.6299996534362435e-05
11,97,5.109999619890005e-05,0.000622999999905,0.0041119000015896,0.0006175999951665,0.0041629999977885,0.0012405999950715,1.0799994925037026e-05,1.769999653333798e-05
11,98,3.5899996873922646e-05,0.0004900999992969,0.0025626000060583,0.0006924000044818,0.0025985000029322,0.0011825000037788,5.800000508315861e-06,1.5600002370774746e-05
11,99,3.499999729683623e-05,0.0004970000009052,0.003086800003075,0.0005836999989696,0.0031218000003718,0.0010806999998749,5.399997462518513e-06,1.6199999663513154e-05
11,100,3.640000068116933e-05,0.0005017000003135,0.0029289000012795,0.0006015000035404,0.0029653000019607,0.0011032000038539,6.199996278155595e-06,1.5300000086426735e-05
12,1,3.870000364258885e-05,0.0006102999977883,0.004198799993901,0.000792699996964,0.0042374999975436,0.0014029999947524,7.90000194683671e-06,1.920000067912042e-05
12,2,3.94000016967766e-05,0.0006079000013414,0.00391959999979,0.0015925999978207,0.0039590000014868,0.0022004999991622,1.1000003723893316e-05,1.979999797185883e-05
12,3,4.25000034738332e-05,0.0006171000059111,0.0047344999984488,0.0009568999957991,0.0047770000019227,0.0015740000017103,6.70000008540228e-06,1.8999999156221747e-05
12,4,4.019999323645607e-05,0.0006116000004112,0.0037621000010403,0.0015664000020478,0.0038022999942768,0.0021780000024591,5.699999746866524e-06,3.260000084992498e-05
12,5,4.130000161239877e-05,0.0007341000018641,0.0051588999995146,0.0009286000058637,0.005200200001127,0.0016627000077278,1.0700001439545304e-05,1.989999873330817e-05
12,6,3.930000093532726e-05,0.0006129000030341,0.0052597999965655,0.0013153000036254,0.0052990999975008,0.0019282000066596,5.699999746866524e-06,1.7899998056236655e-05
12,7,3.889999788952992e-05,0.0006154000002425,0.0042136999982176,0.0009427000040886,0.0042525999961071,0.0015581000043312,1.3500000932253895e-05,2.540000423323363e-05
12,8,5.210000381339341e-05,0.0007342000026255,0.0048600000009173,0.0013184000054025,0.0049121000047307,0.002052600008028,1.080000220099464e-05,1.9999999494757503e-05
12,9,3.9999998989515007e-05,0.000610900002357,0.0046953999990364,0.0009109000020544,0.0047353999980259,0.0015218000044114,9.500006854068488e-06,1.979999797185883e-05
12,10,4.030000127386302e-05,0.0006050000010873,0.0037350999991758,0.0009340999968117,0.0037754000004497,0.001539099997899,5.500005499925464e-06,1.769999653333798e-05
12,11,3.94000016967766e-05,0.0005982000002404,0.004669100002502,0.0010842999981832,0.0047085000041988,0.0016824999984237,6.000002031214535e-06,1.8900005670730025e-05
12,12,3.94000016967766e-05,0.0006042000022716,0.005454500002088,0.0014254999987315,0.0054939000037848,0.0020297000010032,5.900001269765198e-06,1.85999961104244e-05
12,13,3.959999594371766e-05,0.0006021000008331,0.0048723999934736,0.0024116000058711,0.0049119999894173,0.0030137000067043,1.3299999409355223e-05,2.520000271033496e-05
12,14,5.160000000614673e-05,0.0006517999936477,0.0047666000027675,0.0009551999974064,0.0048182000027736,0.0016069999910541,6.300004315562546e-06,1.840000186348334e-05
12,15,3.9500002458225936e-05,0.0005927000020164,0.0050339000008534,0.0012160999976913,0.0050734000033116,0.0018087999997078,1.0600000678095968e-05,1.940000220201909e-05
12,16,4.350000381236896e-05,0.0006051999953342,0.0046677999998792,0.0009272000024793,0.0047113000036915,0.0015323999978136,1.3299999409355223e-05,2.4900000425986946e-05
12,17,4.549999721348286e-05,0.0008362000007764,0.0065066000024671,0.0022347999984049,0.0065520999996806,0.0030709999991813,1.1300006008241326e-05,1.969999721040949e-05
12,18,6.040000153006986e-05,0.000775300002715,0.0051342000006115,0.000853300000017,0.0051946000021416,0.0016286000027321,1.09999964479357e-05,1.990000600926578e-05
12,19,4.009999975096434e-05,0.0006546999939018,0.0032723999975132,0.0019740999996429,0.0033124999972642,0.0026287999935448,1.0899995686486363e-05,2.010000025620684e-05
12,20,4.050000279676169e-05,0.0006060000014258,0.0043809000053443,0.0009155000007012,0.004421400008141,0.0015215000021271,1.3199998647905886e-05,2.3500004317611456e-05
12,21,5.329999839887023e-05,0.0007205999936559,0.005383099996834,0.0011888999943039,0.0054363999952329,0.0019094999879598,1.1100004485342652e-05,1.9999999494757503e-05
12,22,3.960000321967527e-05,0.0006177999966894,0.0051539000050979,0.0006819000045652,0.0051935000083176,0.0012997000012546,5.599998985417187e-06,1.979999797185883e-05
12,23,3.840000135824084e-05,0.0006148000029497,0.0049099999960162,0.0019444999998086,0.0049483999973745,0.0025593000027583,7.500006176996976e-06,1.9099999917671084e-05
12,24,3.9500002458225936e-05,0.0006131999980425,0.0038134999995236,0.0008213000037358,0.0038530000019818,0.0014345000017783,5.200003215577453e-06,1.8399994587525725e-05
12,25,3.889999788952992e-05,0.0006048000068403,0.0040800999995553,0.0012163999999756,0.0041189999974449,0.001821200006816,7.099995855242014e-06,1.8200000340584666e-05
12,26,3.899999865097925e-05,0.0006109999958425,0.0044484000027296,0.0007999000008567,0.0044874000013805,0.0014108999966992,5.699999746866524e-06,1.7300000763498247e-05
12,27,4.310000076657161e-05,0.0006032000019331,0.0039958999986993,0.001933799998369,0.0040389999994658,0.0025370000003022,6.000002031214535e-06,1.8800004909280688e-05
12,28,3.930000093532726e-05,0.000693100002536,0.0044827000019722,0.0008096999954432,0.0045220000029075,0.0015027999979793,1.080000220099464e-05,2.4100001610349864e-05
12,29,3.930000093532726e-05,0.0005998999986331,0.0049858999991556,0.0009448999990127,0.0050252000000909,0.0015447999976458,6.499998562503606e-06,1.8499995348975062e-05
12,30,3.959999594371766e-05,0.0005971999999019,0.0035566000005928,0.0012124999993829,0.0035961999965365,0.0018096999992849,1.1000003723893316e-05,1.969999721040949e-05
12,31,3.94000016967766e-05,0.0006071000025258,0.0047672000000602,0.0016648999953758,0.004806600001757,0.0022719999979017,6.299997039604932e-06,1.85999961104244e-05
12,32,3.899999865097925e-05,0.0006079000013414,0.003353899999638,0.0010357999999541,0.003392899998289,0.0016437000012956,5.399997462518513e-06,1.8300001102034003e-05
12,33,3.7999998312443495e-05,0.0006118999954196,0.0039638000016566,0.0006903999965288,0.004001799999969,0.0013022999919485,5.199995939619839e-06,1.809999957913533e-05
12,34,3.85999956051819e-05,0.0006547000011778,0.0040971000053104,0.0005725000009988,0.0041357000009156,0.0012272000021766,6.299997039604932e-06,1.8499995348975062e-05
12,35,3.9500002458225936e-05,0.0006097000004956,0.0039484999942942,0.0010918999978457,0.0039879999967524,0.0017015999983414,1.1000003723893316e-05,2.0200001017656177e-05
12,36,4.069999704370275e-05,0.0006147000021883,0.0043899000011151,0.0012178999968455,0.0044305999981588,0.0018325999990338,6.800000846851617e-06,1.920000067912042e-05
12,37,4.430000262800604e-05,0.0006056999991415,0.0049087000006693,0.0014381000000867,0.0049530000032973,0.0020437999992282,1.1199997970834374e-05,2.02999945031479e-05
12,38,4.320000152802095e-05,0.0006118000019341,0.004399999997986,0.0013393000044743,0.004443199999514,0.0019511000064085,7.000002369750291e-06,1.889999839477241e-05
12,39,4.099999932805076e-05,0.0006137999953352,0.003865599996061,0.0009260000006179,0.0039065999953891,0.0015397999959532,1.2999997125007212e-05,2.5000001187436283e-05
12,40,5.049999890616164e-05,0.0006387999965227,0.0041979999950854,0.0019953000009991,0.0042484999939915,0.0026340999975218,6.70000008540228e-06,1.8900005670730025e-05
12,41,4.050000279676169e-05,0.0006091999966884,0.0026527999943937,0.0008052999983192,0.0026932999971904,0.0014144999950076,6.100002792663872e-06,1.850000262493268e-05
12,42,3.860000288113952e-05,0.0006007999982102,0.0046798999974271,0.000432400003774,0.0047185000003082,0.0010332000019843,1.09999964479357e-05,1.9999999494757503e-05
12,43,3.989999822806567e-05,0.0006212000007508,0.0041989000019384,0.0009146999946096,0.0042388000001665,0.0015358999953605,6.199996278155595e-06,1.879999763332308e-05
12,44,4.11000000895001e-05,0.0006196000031195,0.0039459999970858,0.0011165000032633,0.0039870999971753,0.0017361000063829,6.599999323952943e-06,1.809999957913533e-05
12,45,3.899999865097925e-05,0.0005679000023519,0.0041689000063342,0.0013207000010879,0.0042079000049852,0.0018886000034399,6.000002031214535e-06,1.8900005670730025e-05
12,46,3.9999998989515007e-05,0.0006133999995654,0.0045166999989305,0.0008073999997577,0.00455669999792,0.0014207999993232,6.599999323952943e-06,1.8900005670730025e-05
12,47,3.989999822806567e-05,0.0006051000018487,0.0036212000049999,0.0008231000028899,0.003661100003228,0.0014282000047387,1.0899995686486363e-05,2.0700004824902862e-05
12,48,5.230000533629209e-05,0.0005944000004092,0.0050839999967138,0.00142980000237,0.0051363000020501,0.0020242000027792,8.100003469735384e-06,2.010000025620684e-05
12,49,3.9699996705167e-05,0.0006170000051497,0.0074874999991152,0.001223100000061,0.0075271999958204,0.0018401000052108,1.09999964479357e-05,2.0500003302004188e-05
12,50,3.949999518226832e-05,0.0006174000009195,0.0131437000018195,0.0009784000067156,0.0131831999970017,0.0015958000076352,1.2200005585327744e-05,2.099999983329326e-05
12,51,4.079999780515209e-05,0.0006131999980425,0.0038117000003694,0.0011882999970111,0.0038524999981746,0.0018014999950537,6.299997039604932e-06,1.85999961104244e-05
12,52,3.979999746661633e-05,0.0006091000032029,0.0032444000025861,0.0014386999973794,0.0032842000000528,0.0020478000005823,8.09999619377777e-06,1.9199993403162807e-05
12,53,3.989999822806567e-05,0.0006063999971956,0.0045103000011295,0.00164400000358,0.0045501999993575,0.0022504000007756,5.599998985417187e-06,1.7599995771888644e-05
12,54,3.9999998989515007e-05,0.0006126999942352,0.0046035999985178,0.0008298000029753,0.0046435999975074,0.0014424999972106,5.200003215577453e-06,1.7899998056236655e-05
12,55,3.909999941242859e-05,0.0006028999996487,0.004235400003381,0.0010591000027488,0.0042745000027935,0.0016620000023976,5.399997462518513e-06,1.809999957913533e-05
12,56,3.889999788952992e-05,0.0005998000051476,0.0051839000007021,0.0016147999995155,0.0052227999985916,0.0022146000046632,7.599999662488699e-06,1.8200000340584666e-05
12,57,3.9500002458225936e-05,0.0006083000043872,0.0048642999972798,0.0006844000017736,0.0049037999997381,0.0012927000061608,5.699999746866524e-06,1.8399994587525725e-05
12,58,3.989999822806567e-05,0.0006057000064174,0.0039749999996274,0.001481799998146,0.0040148999978555,0.0020875000045634,6.699992809444666e-06,1.870000414783135e-05
12,59,3.9200000173877925e-05,0.0006193000008352,0.003624299999501,0.0004408000022522,0.0036634999996749,0.0010601000030874,5.199995939619839e-06,1.8600003386382014e-05
12,60,3.830000059679151e-05,0.0006148999964352,0.0049532000048202,0.0010447000022395,0.004991500005417,0.0016595999986748,5.599998985417187e-06,1.7600003047846258e-05
12,61,3.929999365936965e-05,0.0006161999990581,0.0057113000002573,0.0009983999989344,0.0057505999939166,0.0016145999979926,1.1099997209385036e-05,2.0199993741698563e-05
12,62,4.090000584255904e-05,0.0006108000015956,0.0051337000040803,0.000723500001186,0.0051746000099228,0.0013343000027816,1.3399992894846946e-05,2.529999619582668e-05
12,63,5.199999577598646e-05,0.0007005000006756,0.0034549999982118,0.0010468999971635,0.0035069999939878,0.0017473999978392,7.200003892648965e-06,1.960000372491777e-05
12,64,4.009999975096434e-05,0.0006159000040497,0.0037532999995164,0.0010899999979301,0.0037933999992674,0.0017059000019798,5.599998985417187e-06,1.889999839477241e-05
12,65,3.979999746661633e-05,0.0006149999971967,0.0047161999973468,0.0017456999994465,0.0047559999948134,0.0023606999966432,1.09999964479357e-05,2.030000177910552e-05
12,66,4.230000195093453e-05,0.0006132999988039,0.0038128000014694,0.0004488999984459,0.0038551000034203,0.0010621999972499,6.199996278155595e-06,1.829999382607639e-05
12,67,3.930000093532726e-05,0.0006089999951655,0.0042042999994009,0.0011490000033518,0.0042436000003363,0.0017579999985173,5.800000508315861e-06,1.8000006093643606e-05
12,68,4.030000127386302e-05,0.0006112000046414,0.0041141999972751,0.0010900999986915,0.0041544999985489,0.001701300003333,7.799993909429759e-06,1.8300001102034003e-05
12,69,3.909999941242859e-05,0.0006202999938977,0.0039868999956524,0.0010494000016478,0.0040259999950649,0.0016696999955456,7.499998901039362e-06,1.8999999156221747e-05
12,70,3.869999636663124e-05,0.0006095000062487,0.0049703999975463,0.001769399998011,0.0050090999939129,0.0023789000042597,1.1000003723893316e-05,1.979999797185883e-05
12,71,4.099999932805076e-05,0.0006188000043039,0.0039598000003024,0.0006921000021975,0.0040007999996305,0.0013109000065014,6.100002792663872e-06,1.8499995348975062e-05
12,72,3.9999998989515007e-05,0.0006624999950872,0.0035910000005969,0.0008086000016191,0.0036309999995864,0.0014710999967064,5.900001269765198e-06,1.8600003386382014e-05
12,73,3.9500002458225936e-05,0.0007575000054202,0.0050451999995857,0.0015953999973135,0.0050847000020439,0.0023529000027338,1.1100004485342652e-05,1.979999797185883e-05
12,74,4.030000127386302e-05,0.0006233000021893,0.0049045000050682,0.0014541000055032,0.0049448000063421,0.0020774000076926,6.399997801054269e-06,1.8999999156221747e-05
12,75,3.949999518226832e-05,0.0006864999959361,0.004186700003629,0.0005920000039623,0.0042261999988113,0.0012784999998984,1.0900002962443978e-05,2.0200001017656177e-05
12,76,3.9200000173877925e-05,0.0005869999949936,0.004264700000931,0.0011480999964987,0.0043039000011049,0.0017350999914924,6.599999323952943e-06,1.8800004909280688e-05
12,77,3.889999788952992e-05,0.0005956999957561,0.0043962000054307,0.0010770000008051,0.0044351000033202,0.0016726999965612,1.3199998647905886e-05,2.6299996534362435e-05
12,78,5.109999619890005e-05,0.00078940000094,0.0049512999976286,0.0008925000001909,0.0050023999938275,0.0016819000011309,1.1099997209385036e-05,2.039999526459724e-05
12,79,4.120000085094944e-05,0.0008177999989129,0.0056617000009282,0.0008457000003545,0.0057029000017791,0.0016634999992675,1.1100004485342652e-05,2.040000254055485e-05
12,80,4.079999780515209e-05,0.0006087999936426,0.0032514999984414,0.0010710999995353,0.0032922999962465,0.0016798999931779,6.100002792663872e-06,1.85999961104244e-05
12,81,4.049999552080408e-05,0.0006231000006664,0.0037741999985883,0.0011729000034392,0.0038146999941091,0.0017960000041057,6.399997801054269e-06,1.879999763332308e-05
12,82,3.94000016967766e-05,0.0006331999975373,0.0039843999984441,0.0012381000051391,0.0040238000001409,0.0018713000026764,1.09999964479357e-05,1.9500002963468432e-05
12,83,4.369999805931002e-05,0.0006069000010029,0.005520400001842,0.0011995000022579,0.0055640999999013,0.0018064000032609,1.340000017080456e-05,2.0700004824902862e-05
12,84,4.050000279676169e-05,0.0006146000014268,0.0041368000020156,0.0010435999938636,0.0041773000048124,0.0016581999952904,7.099995855242014e-06,1.8699996871873736e-05
12,85,3.909999941242859e-05,0.0006110000031185,0.0041235000026063,0.0010600000023259,0.0041626000020187,0.0016710000054445,5.800000508315861e-06,1.8699996871873736e-05
12,86,4.050000279676169e-05,0.000655399999232,0.0044209000043338,0.0009215999962179,0.0044614000071305,0.00157699999545,6.499998562503606e-06,1.8300001102034003e-05
12,87,3.930000093532726e-05,0.0006082000036258,0.0040069000024232,0.0010810000021592,0.0040462000033585,0.001689200005785,6.099995516706258e-06,1.809999957913533e-05
12,88,3.979999746661633e-05,0.0006118999954196,0.00370649999968,0.0017050000024028,0.0037462999971467,0.0023168999978224,5.800000508315861e-06,1.870000414783135e-05
12,89,4.009999975096434e-05,0.0007294000024558,0.0043743999995058,0.0011871999959112,0.0044144999992568,0.001916599998367,1.1099997209385036e-05,2.099999983329326e-05
12,90,4.039999475935474e-05,0.0006133999995654,0.0037547000029007,0.0008520999981556,0.0037950999976601,0.001465499997721,9.200004569720475e-06,2.030000177910552e-05
12,91,3.94000016967766e-05,0.0006339999963529,0.0063026999996509,0.0016786999985924,0.0063421000013477,0.0023126999949454,1.0899995686486363e-05,2.02999945031479e-05
12,92,4.030000127386302e-05,0.0006034999969415,0.0052558000024873,0.0014949000033084,0.0052961000037612,0.0020984000002499,1.1399999493733048e-05,1.9999999494757503e-05
12,93,4.1000006604008377e-05,0.0006169000043882,0.0037589999992633,0.0004554999977699,0.0038000000058673,0.0010724000021582,1.1000003723893316e-05,2.039999526459724e-05
12,94,3.930000093532726e-05,0.0006099000020185,0.004249500001606,0.0017238000000361,0.0042888000025413,0.0023337000020546,5.999994755256921e-06,1.879999763332308e-05
12,95,4.000000626547262e-05,0.0006145999941509,0.0040934999997261,0.0012023999952361,0.0041335000059916,0.0018169999893871,6.199996278155595e-06,1.8699996871873736e-05
12,96,3.930000093532726e-05,0.0006059000006644,0.0055932000032044,0.0010849999962374,0.0056325000041397,0.0016908999969018,5.599998985417187e-06,1.850000262493268e-05
